Driver,Team,Compound,TyreLife,Position,LapTimeSeconds,Year,Round
VER,Red Bull Racing,INTERMEDIATE,1.0,5.0,119.392,2024,1
VER,Red Bull Racing,INTERMEDIATE,5.0,2.0,143.609,2024,1
VER,Red Bull Racing,INTERMEDIATE,6.0,2.0,139.654,2024,1
VER,Red Bull Racing,INTERMEDIATE,7.0,2.0,136.447,2024,1
VER,Red Bull Racing,INTERMEDIATE,8.0,2.0,96.83,2024,1
VER,Red Bull Racing,INTERMEDIATE,9.0,2.0,94.315,2024,1
VER,Red Bull Racing,INTERMEDIATE,10.0,2.0,92.65,2024,1
VER,Red Bull Racing,INTERMEDIATE,11.0,2.0,92.453,2024,1
VER,Red Bull Racing,INTERMEDIATE,12.0,2.0,91.591,2024,1
VER,Red Bull Racing,INTERMEDIATE,13.0,2.0,91.271,2024,1
VER,Red Bull Racing,INTERMEDIATE,14.0,2.0,90.639,2024,1
VER,Red Bull Racing,INTERMEDIATE,15.0,2.0,90.328,2024,1
VER,Red Bull Racing,INTERMEDIATE,16.0,2.0,90.592,2024,1
VER,Red Bull Racing,INTERMEDIATE,17.0,3.0,93.392,2024,1
VER,Red Bull Racing,INTERMEDIATE,18.0,3.0,92.169,2024,1
VER,Red Bull Racing,INTERMEDIATE,19.0,3.0,91.939,2024,1
VER,Red Bull Racing,INTERMEDIATE,20.0,3.0,91.598,2024,1
VER,Red Bull Racing,INTERMEDIATE,21.0,3.0,91.177,2024,1
VER,Red Bull Racing,INTERMEDIATE,22.0,3.0,91.04,2024,1
VER,Red Bull Racing,INTERMEDIATE,23.0,3.0,90.686,2024,1
VER,Red Bull Racing,INTERMEDIATE,24.0,3.0,90.978,2024,1
VER,Red Bull Racing,INTERMEDIATE,25.0,3.0,90.845,2024,1
VER,Red Bull Racing,INTERMEDIATE,26.0,3.0,90.293,2024,1
VER,Red Bull Racing,INTERMEDIATE,27.0,3.0,89.731,2024,1
VER,Red Bull Racing,INTERMEDIATE,28.0,3.0,89.411,2024,1
VER,Red Bull Racing,INTERMEDIATE,29.0,3.0,89.043,2024,1
VER,Red Bull Racing,INTERMEDIATE,30.0,3.0,88.237,2024,1
VER,Red Bull Racing,INTERMEDIATE,31.0,3.0,88.127,2024,1
VER,Red Bull Racing,INTERMEDIATE,32.0,3.0,88.208,2024,1
VER,Red Bull Racing,INTERMEDIATE,33.0,3.0,88.046,2024,1
VER,Red Bull Racing,INTERMEDIATE,34.0,3.0,128.598,2024,1
VER,Red Bull Racing,MEDIUM,1.0,3.0,124.508,2024,1
VER,Red Bull Racing,MEDIUM,2.0,3.0,116.334,2024,1
VER,Red Bull Racing,MEDIUM,4.0,3.0,137.91,2024,1
VER,Red Bull Racing,MEDIUM,5.0,3.0,132.714,2024,1
VER,Red Bull Racing,MEDIUM,6.0,3.0,131.498,2024,1
VER,Red Bull Racing,MEDIUM,7.0,3.0,132.004,2024,1
VER,Red Bull Racing,MEDIUM,8.0,3.0,85.317,2024,1
VER,Red Bull Racing,MEDIUM,9.0,3.0,83.081,2024,1
VER,Red Bull Racing,MEDIUM,10.0,1.0,86.789,2024,1
VER,Red Bull Racing,MEDIUM,11.0,1.0,92.874,2024,1
VER,Red Bull Racing,MEDIUM,12.0,5.0,112.606,2024,1
VER,Red Bull Racing,INTERMEDIATE,1.0,2.0,127.213,2024,1
VER,Red Bull Racing,INTERMEDIATE,2.0,2.0,122.406,2024,1
VER,Red Bull Racing,INTERMEDIATE,3.0,2.0,144.892,2024,1
VER,Red Bull Racing,INTERMEDIATE,4.0,2.0,142.085,2024,1
VER,Red Bull Racing,INTERMEDIATE,5.0,2.0,133.879,2024,1
VER,Red Bull Racing,INTERMEDIATE,6.0,2.0,93.864,2024,1
VER,Red Bull Racing,INTERMEDIATE,7.0,2.0,90.859,2024,1
VER,Red Bull Racing,INTERMEDIATE,8.0,2.0,89.1,2024,1
VER,Red Bull Racing,INTERMEDIATE,9.0,2.0,88.538,2024,1
VER,Red Bull Racing,INTERMEDIATE,10.0,2.0,87.921,2024,1
VER,Red Bull Racing,INTERMEDIATE,11.0,2.0,87.4,2024,1
GAS,Alpine,INTERMEDIATE,1.0,12.0,134.132,2024,1
GAS,Alpine,INTERMEDIATE,5.0,9.0,141.36,2024,1
GAS,Alpine,INTERMEDIATE,6.0,9.0,139.952,2024,1
GAS,Alpine,INTERMEDIATE,7.0,9.0,126.733,2024,1
GAS,Alpine,INTERMEDIATE,8.0,9.0,98.441,2024,1
GAS,Alpine,INTERMEDIATE,9.0,9.0,96.062,2024,1
GAS,Alpine,INTERMEDIATE,10.0,9.0,95.527,2024,1
GAS,Alpine,INTERMEDIATE,11.0,9.0,94.702,2024,1
GAS,Alpine,INTERMEDIATE,12.0,9.0,94.227,2024,1
GAS,Alpine,INTERMEDIATE,13.0,9.0,93.275,2024,1
GAS,Alpine,INTERMEDIATE,14.0,9.0,92.859,2024,1
GAS,Alpine,INTERMEDIATE,15.0,9.0,92.744,2024,1
GAS,Alpine,INTERMEDIATE,16.0,9.0,92.445,2024,1
GAS,Alpine,INTERMEDIATE,17.0,9.0,92.795,2024,1
GAS,Alpine,INTERMEDIATE,18.0,9.0,93.124,2024,1
GAS,Alpine,INTERMEDIATE,19.0,9.0,92.462,2024,1
GAS,Alpine,INTERMEDIATE,20.0,9.0,92.327,2024,1
GAS,Alpine,INTERMEDIATE,21.0,9.0,92.323,2024,1
GAS,Alpine,INTERMEDIATE,22.0,9.0,92.355,2024,1
GAS,Alpine,INTERMEDIATE,23.0,9.0,92.438,2024,1
GAS,Alpine,INTERMEDIATE,24.0,9.0,92.035,2024,1
GAS,Alpine,INTERMEDIATE,25.0,9.0,91.622,2024,1
GAS,Alpine,INTERMEDIATE,26.0,9.0,90.928,2024,1
GAS,Alpine,INTERMEDIATE,27.0,9.0,90.635,2024,1
GAS,Alpine,INTERMEDIATE,28.0,9.0,90.382,2024,1
GAS,Alpine,INTERMEDIATE,29.0,9.0,90.051,2024,1
GAS,Alpine,INTERMEDIATE,30.0,9.0,90.124,2024,1
GAS,Alpine,INTERMEDIATE,31.0,9.0,89.299,2024,1
GAS,Alpine,INTERMEDIATE,32.0,9.0,89.383,2024,1
GAS,Alpine,INTERMEDIATE,33.0,9.0,111.3,2024,1
GAS,Alpine,HARD,1.0,9.0,145.049,2024,1
GAS,Alpine,HARD,2.0,9.0,105.531,2024,1
GAS,Alpine,HARD,3.0,9.0,101.62,2024,1
GAS,Alpine,HARD,4.0,9.0,127.218,2024,1
GAS,Alpine,HARD,5.0,9.0,139.376,2024,1
GAS,Alpine,HARD,6.0,9.0,131.226,2024,1
GAS,Alpine,HARD,7.0,9.0,130.476,2024,1
GAS,Alpine,HARD,8.0,9.0,126.368,2024,1
GAS,Alpine,HARD,9.0,9.0,87.942,2024,1
GAS,Alpine,HARD,10.0,9.0,85.02,2024,1
GAS,Alpine,HARD,11.0,4.0,88.332,2024,1
GAS,Alpine,HARD,12.0,4.0,92.969,2024,1
GAS,Alpine,HARD,13.0,11.0,116.069,2024,1
GAS,Alpine,INTERMEDIATE,1.0,8.0,126.74,2024,1
GAS,Alpine,INTERMEDIATE,2.0,8.0,121.785,2024,1
GAS,Alpine,INTERMEDIATE,3.0,8.0,144.669,2024,1
GAS,Alpine,INTERMEDIATE,4.0,8.0,137.754,2024,1
GAS,Alpine,INTERMEDIATE,5.0,8.0,131.745,2024,1
GAS,Alpine,INTERMEDIATE,6.0,8.0,96.326,2024,1
GAS,Alpine,INTERMEDIATE,7.0,8.0,92.297,2024,1
GAS,Alpine,INTERMEDIATE,8.0,10.0,94.967,2024,1
GAS,Alpine,INTERMEDIATE,9.0,11.0,92.316,2024,1
GAS,Alpine,INTERMEDIATE,10.0,11.0,90.866,2024,1
GAS,Alpine,INTERMEDIATE,11.0,11.0,91.312,2024,1
ANT,Mercedes,INTERMEDIATE,1.0,16.0,142.352,2024,1
ANT,Mercedes,INTERMEDIATE,5.0,13.0,139.163,2024,1
ANT,Mercedes,INTERMEDIATE,6.0,13.0,141.111,2024,1
ANT,Mercedes,INTERMEDIATE,7.0,13.0,123.412,2024,1
ANT,Mercedes,INTERMEDIATE,8.0,13.0,98.729,2024,1
ANT,Mercedes,INTERMEDIATE,9.0,13.0,96.312,2024,1
ANT,Mercedes,INTERMEDIATE,10.0,13.0,95.27,2024,1
ANT,Mercedes,INTERMEDIATE,11.0,13.0,94.678,2024,1
ANT,Mercedes,INTERMEDIATE,12.0,13.0,95.385,2024,1
ANT,Mercedes,INTERMEDIATE,13.0,13.0,93.697,2024,1
ANT,Mercedes,INTERMEDIATE,14.0,12.0,93.802,2024,1
ANT,Mercedes,INTERMEDIATE,15.0,12.0,92.212,2024,1
ANT,Mercedes,INTERMEDIATE,16.0,13.0,97.326,2024,1
ANT,Mercedes,INTERMEDIATE,17.0,12.0,92.312,2024,1
ANT,Mercedes,INTERMEDIATE,18.0,12.0,92.181,2024,1
ANT,Mercedes,INTERMEDIATE,19.0,12.0,91.942,2024,1
ANT,Mercedes,INTERMEDIATE,20.0,12.0,91.319,2024,1
ANT,Mercedes,INTERMEDIATE,21.0,12.0,91.042,2024,1
ANT,Mercedes,INTERMEDIATE,22.0,11.0,91.887,2024,1
ANT,Mercedes,INTERMEDIATE,23.0,11.0,91.324,2024,1
ANT,Mercedes,INTERMEDIATE,24.0,11.0,90.822,2024,1
ANT,Mercedes,INTERMEDIATE,25.0,11.0,90.706,2024,1
ANT,Mercedes,INTERMEDIATE,26.0,11.0,91.299,2024,1
ANT,Mercedes,INTERMEDIATE,27.0,11.0,90.463,2024,1
ANT,Mercedes,INTERMEDIATE,28.0,11.0,90.716,2024,1
ANT,Mercedes,INTERMEDIATE,29.0,11.0,89.919,2024,1
ANT,Mercedes,INTERMEDIATE,30.0,11.0,89.794,2024,1
ANT,Mercedes,INTERMEDIATE,31.0,11.0,89.245,2024,1
ANT,Mercedes,INTERMEDIATE,32.0,11.0,89.032,2024,1
ANT,Mercedes,INTERMEDIATE,33.0,10.0,112.635,2024,1
ANT,Mercedes,HARD,1.0,10.0,142.596,2024,1
ANT,Mercedes,HARD,2.0,10.0,104.67,2024,1
ANT,Mercedes,HARD,3.0,10.0,101.655,2024,1
ANT,Mercedes,HARD,4.0,10.0,127.298,2024,1
ANT,Mercedes,HARD,5.0,10.0,139.681,2024,1
ANT,Mercedes,HARD,6.0,10.0,131.642,2024,1
ANT,Mercedes,HARD,7.0,10.0,129.615,2024,1
ANT,Mercedes,HARD,8.0,10.0,126.22,2024,1
ANT,Mercedes,HARD,9.0,10.0,87.505,2024,1
ANT,Mercedes,HARD,10.0,10.0,84.901,2024,1
ANT,Mercedes,HARD,11.0,11.0,108.276,2024,1
ANT,Mercedes,INTERMEDIATE,1.0,11.0,95.593,2024,1
ANT,Mercedes,INTERMEDIATE,2.0,8.0,90.78,2024,1
ANT,Mercedes,INTERMEDIATE,3.0,5.0,125.75,2024,1
ANT,Mercedes,INTERMEDIATE,4.0,5.0,118.429,2024,1
ANT,Mercedes,INTERMEDIATE,5.0,5.0,144.964,2024,1
ANT,Mercedes,INTERMEDIATE,6.0,5.0,140.284,2024,1
ANT,Mercedes,INTERMEDIATE,7.0,5.0,132.971,2024,1
ANT,Mercedes,INTERMEDIATE,8.0,5.0,95.008,2024,1
ANT,Mercedes,INTERMEDIATE,9.0,5.0,91.398,2024,1
ANT,Mercedes,INTERMEDIATE,10.0,5.0,90.562,2024,1
ANT,Mercedes,INTERMEDIATE,11.0,5.0,90.602,2024,1
ANT,Mercedes,INTERMEDIATE,12.0,4.0,88.149,2024,1
ANT,Mercedes,INTERMEDIATE,13.0,4.0,88.65,2024,1
ALO,Aston Martin,INTERMEDIATE,1.0,13.0,137.178,2024,1
ALO,Aston Martin,INTERMEDIATE,5.0,10.0,142.181,2024,1
ALO,Aston Martin,INTERMEDIATE,6.0,10.0,139.493,2024,1
ALO,Aston Martin,INTERMEDIATE,7.0,10.0,125.594,2024,1
ALO,Aston Martin,INTERMEDIATE,8.0,10.0,98.354,2024,1
ALO,Aston Martin,INTERMEDIATE,9.0,10.0,96.267,2024,1
ALO,Aston Martin,INTERMEDIATE,10.0,10.0,95.569,2024,1
ALO,Aston Martin,INTERMEDIATE,11.0,10.0,95.3,2024,1
ALO,Aston Martin,INTERMEDIATE,12.0,10.0,94.076,2024,1
ALO,Aston Martin,INTERMEDIATE,13.0,10.0,93.515,2024,1
ALO,Aston Martin,INTERMEDIATE,14.0,10.0,92.664,2024,1
ALO,Aston Martin,INTERMEDIATE,15.0,10.0,92.324,2024,1
ALO,Aston Martin,INTERMEDIATE,16.0,10.0,92.521,2024,1
ALO,Aston Martin,INTERMEDIATE,17.0,10.0,92.966,2024,1
ALO,Aston Martin,INTERMEDIATE,18.0,10.0,92.698,2024,1
ALO,Aston Martin,INTERMEDIATE,19.0,10.0,92.28,2024,1
ALO,Aston Martin,INTERMEDIATE,20.0,10.0,92.61,2024,1
ALO,Aston Martin,INTERMEDIATE,21.0,10.0,92.545,2024,1
ALO,Aston Martin,INTERMEDIATE,22.0,10.0,93.282,2024,1
ALO,Aston Martin,INTERMEDIATE,23.0,10.0,92.51,2024,1
ALO,Aston Martin,INTERMEDIATE,24.0,10.0,91.665,2024,1
ALO,Aston Martin,INTERMEDIATE,25.0,10.0,91.761,2024,1
ALO,Aston Martin,INTERMEDIATE,26.0,10.0,91.343,2024,1
ALO,Aston Martin,INTERMEDIATE,27.0,10.0,90.895,2024,1
ALO,Aston Martin,INTERMEDIATE,28.0,10.0,90.652,2024,1
ALO,Aston Martin,INTERMEDIATE,29.0,10.0,89.718,2024,1
ALO,Aston Martin,INTERMEDIATE,30.0,10.0,89.374,2024,1
ALO,Aston Martin,INTERMEDIATE,31.0,10.0,88.85,2024,1
ALO,Aston Martin,INTERMEDIATE,32.0,10.0,88.819,2024,1
LEC,Ferrari,INTERMEDIATE,1.0,8.0,128.48,2024,1
LEC,Ferrari,INTERMEDIATE,5.0,5.0,142.597,2024,1
LEC,Ferrari,INTERMEDIATE,6.0,5.0,138.85,2024,1
LEC,Ferrari,INTERMEDIATE,7.0,5.0,133.209,2024,1
LEC,Ferrari,INTERMEDIATE,8.0,5.0,98.19,2024,1
LEC,Ferrari,INTERMEDIATE,9.0,5.0,94.933,2024,1
LEC,Ferrari,INTERMEDIATE,10.0,5.0,93.539,2024,1
LEC,Ferrari,INTERMEDIATE,11.0,5.0,94.251,2024,1
LEC,Ferrari,INTERMEDIATE,12.0,5.0,93.536,2024,1
LEC,Ferrari,INTERMEDIATE,13.0,5.0,92.198,2024,1
LEC,Ferrari,INTERMEDIATE,14.0,5.0,92.448,2024,1
LEC,Ferrari,INTERMEDIATE,15.0,5.0,91.846,2024,1
LEC,Ferrari,INTERMEDIATE,16.0,5.0,91.832,2024,1
LEC,Ferrari,INTERMEDIATE,17.0,5.0,92.502,2024,1
LEC,Ferrari,INTERMEDIATE,18.0,5.0,92.614,2024,1
LEC,Ferrari,INTERMEDIATE,19.0,5.0,91.861,2024,1
LEC,Ferrari,INTERMEDIATE,20.0,5.0,91.756,2024,1
LEC,Ferrari,INTERMEDIATE,21.0,5.0,91.159,2024,1
LEC,Ferrari,INTERMEDIATE,22.0,5.0,90.695,2024,1
LEC,Ferrari,INTERMEDIATE,23.0,5.0,91.551,2024,1
LEC,Ferrari,INTERMEDIATE,24.0,5.0,90.732,2024,1
LEC,Ferrari,INTERMEDIATE,25.0,5.0,90.251,2024,1
LEC,Ferrari,INTERMEDIATE,26.0,5.0,90.34,2024,1
LEC,Ferrari,INTERMEDIATE,27.0,5.0,90.563,2024,1
LEC,Ferrari,INTERMEDIATE,28.0,5.0,89.723,2024,1
LEC,Ferrari,INTERMEDIATE,29.0,5.0,89.492,2024,1
LEC,Ferrari,INTERMEDIATE,30.0,5.0,89.367,2024,1
LEC,Ferrari,INTERMEDIATE,31.0,5.0,89.546,2024,1
LEC,Ferrari,INTERMEDIATE,32.0,5.0,89.337,2024,1
LEC,Ferrari,INTERMEDIATE,33.0,5.0,93.966,2024,1
LEC,Ferrari,INTERMEDIATE,34.0,5.0,133.905,2024,1
LEC,Ferrari,HARD,2.0,5.0,126.872,2024,1
LEC,Ferrari,HARD,3.0,5.0,102.406,2024,1
LEC,Ferrari,HARD,4.0,5.0,148.223,2024,1
LEC,Ferrari,HARD,5.0,5.0,139.475,2024,1
LEC,Ferrari,HARD,6.0,5.0,131.723,2024,1
LEC,Ferrari,HARD,7.0,5.0,131.985,2024,1
LEC,Ferrari,HARD,8.0,5.0,128.829,2024,1
LEC,Ferrari,HARD,9.0,5.0,86.831,2024,1
LEC,Ferrari,HARD,10.0,6.0,85.271,2024,1
LEC,Ferrari,HARD,11.0,5.0,96.363,2024,1
LEC,Ferrari,HARD,12.0,5.0,91.269,2024,1
LEC,Ferrari,HARD,13.0,2.0,96.429,2024,1
LEC,Ferrari,INTERMEDIATE,1.0,10.0,116.044,2024,1
LEC,Ferrari,INTERMEDIATE,2.0,10.0,142.777,2024,1
LEC,Ferrari,INTERMEDIATE,3.0,10.0,139.782,2024,1
LEC,Ferrari,INTERMEDIATE,4.0,10.0,127.996,2024,1
LEC,Ferrari,INTERMEDIATE,5.0,9.0,96.38,2024,1
LEC,Ferrari,INTERMEDIATE,6.0,9.0,92.731,2024,1
LEC,Ferrari,INTERMEDIATE,7.0,8.0,91.082,2024,1
LEC,Ferrari,INTERMEDIATE,8.0,8.0,89.975,2024,1
LEC,Ferrari,INTERMEDIATE,9.0,8.0,89.801,2024,1
LEC,Ferrari,INTERMEDIATE,10.0,8.0,90.964,2024,1
STR,Aston Martin,INTERMEDIATE,1.0,14.0,139.485,2024,1
STR,Aston Martin,INTERMEDIATE,1.0,11.0,140.409,2024,1
STR,Aston Martin,INTERMEDIATE,2.0,11.0,140.973,2024,1
STR,Aston Martin,INTERMEDIATE,3.0,11.0,124.687,2024,1
STR,Aston Martin,INTERMEDIATE,4.0,11.0,98.664,2024,1
STR,Aston Martin,INTERMEDIATE,5.0,11.0,96.253,2024,1
STR,Aston Martin,INTERMEDIATE,6.0,11.0,95.14,2024,1
STR,Aston Martin,INTERMEDIATE,7.0,11.0,94.972,2024,1
STR,Aston Martin,INTERMEDIATE,8.0,11.0,94.426,2024,1
STR,Aston Martin,INTERMEDIATE,9.0,11.0,93.899,2024,1
STR,Aston Martin,INTERMEDIATE,10.0,11.0,93.097,2024,1
STR,Aston Martin,INTERMEDIATE,11.0,11.0,92.382,2024,1
STR,Aston Martin,INTERMEDIATE,12.0,11.0,92.554,2024,1
STR,Aston Martin,INTERMEDIATE,13.0,11.0,93.388,2024,1
STR,Aston Martin,INTERMEDIATE,14.0,11.0,93.631,2024,1
STR,Aston Martin,INTERMEDIATE,15.0,11.0,92.684,2024,1
STR,Aston Martin,INTERMEDIATE,16.0,11.0,92.58,2024,1
STR,Aston Martin,INTERMEDIATE,17.0,11.0,92.429,2024,1
STR,Aston Martin,INTERMEDIATE,18.0,12.0,94.269,2024,1
STR,Aston Martin,INTERMEDIATE,19.0,12.0,92.643,2024,1
STR,Aston Martin,INTERMEDIATE,20.0,12.0,92.102,2024,1
STR,Aston Martin,INTERMEDIATE,21.0,12.0,92.092,2024,1
STR,Aston Martin,INTERMEDIATE,22.0,12.0,91.547,2024,1
STR,Aston Martin,INTERMEDIATE,23.0,12.0,91.408,2024,1
STR,Aston Martin,INTERMEDIATE,24.0,12.0,90.725,2024,1
STR,Aston Martin,INTERMEDIATE,25.0,12.0,90.935,2024,1
STR,Aston Martin,INTERMEDIATE,26.0,12.0,90.853,2024,1
STR,Aston Martin,INTERMEDIATE,27.0,12.0,91.077,2024,1
STR,Aston Martin,INTERMEDIATE,28.0,12.0,90.657,2024,1
STR,Aston Martin,INTERMEDIATE,29.0,11.0,122.766,2024,1
STR,Aston Martin,HARD,2.0,11.0,124.993,2024,1
STR,Aston Martin,HARD,3.0,11.0,105.462,2024,1
STR,Aston Martin,HARD,4.0,11.0,99.85,2024,1
STR,Aston Martin,HARD,5.0,11.0,126.301,2024,1
STR,Aston Martin,HARD,6.0,11.0,140.07,2024,1
STR,Aston Martin,HARD,7.0,11.0,131.9,2024,1
STR,Aston Martin,HARD,8.0,11.0,129.9,2024,1
STR,Aston Martin,HARD,9.0,11.0,124.101,2024,1
STR,Aston Martin,HARD,10.0,11.0,87.301,2024,1
STR,Aston Martin,HARD,11.0,11.0,85.538,2024,1
STR,Aston Martin,HARD,12.0,10.0,104.738,2024,1
STR,Aston Martin,INTERMEDIATE,1.0,10.0,97.256,2024,1
STR,Aston Martin,INTERMEDIATE,2.0,10.0,92.361,2024,1
STR,Aston Martin,INTERMEDIATE,3.0,6.0,125.678,2024,1
STR,Aston Martin,INTERMEDIATE,4.0,6.0,119.297,2024,1
STR,Aston Martin,INTERMEDIATE,5.0,6.0,145.123,2024,1
STR,Aston Martin,INTERMEDIATE,6.0,6.0,139.57,2024,1
STR,Aston Martin,INTERMEDIATE,7.0,6.0,133.847,2024,1
STR,Aston Martin,INTERMEDIATE,8.0,6.0,95.395,2024,1
STR,Aston Martin,INTERMEDIATE,9.0,6.0,91.558,2024,1
STR,Aston Martin,INTERMEDIATE,10.0,6.0,90.794,2024,1
STR,Aston Martin,INTERMEDIATE,11.0,6.0,90.387,2024,1
STR,Aston Martin,INTERMEDIATE,12.0,6.0,90.323,2024,1
STR,Aston Martin,INTERMEDIATE,13.0,6.0,90.957,2024,1
TSU,Racing Bulls,INTERMEDIATE,1.0,9.0,130.655,2024,1
TSU,Racing Bulls,INTERMEDIATE,5.0,6.0,141.441,2024,1
TSU,Racing Bulls,INTERMEDIATE,6.0,6.0,139.381,2024,1
TSU,Racing Bulls,INTERMEDIATE,7.0,6.0,131.451,2024,1
TSU,Racing Bulls,INTERMEDIATE,8.0,6.0,98.464,2024,1
TSU,Racing Bulls,INTERMEDIATE,9.0,6.0,95.409,2024,1
TSU,Racing Bulls,INTERMEDIATE,10.0,6.0,94.433,2024,1
TSU,Racing Bulls,INTERMEDIATE,11.0,6.0,94.136,2024,1
TSU,Racing Bulls,INTERMEDIATE,12.0,6.0,93.273,2024,1
TSU,Racing Bulls,INTERMEDIATE,13.0,6.0,92.762,2024,1
TSU,Racing Bulls,INTERMEDIATE,14.0,6.0,92.434,2024,1
TSU,Racing Bulls,INTERMEDIATE,15.0,6.0,92.545,2024,1
TSU,Racing Bulls,INTERMEDIATE,16.0,6.0,92.133,2024,1
TSU,Racing Bulls,INTERMEDIATE,17.0,6.0,92.645,2024,1
TSU,Racing Bulls,INTERMEDIATE,18.0,6.0,93.444,2024,1
TSU,Racing Bulls,INTERMEDIATE,19.0,6.0,93.496,2024,1
TSU,Racing Bulls,INTERMEDIATE,20.0,6.0,92.549,2024,1
TSU,Racing Bulls,INTERMEDIATE,21.0,6.0,92.012,2024,1
TSU,Racing Bulls,INTERMEDIATE,22.0,6.0,91.567,2024,1
TSU,Racing Bulls,INTERMEDIATE,23.0,6.0,91.793,2024,1
TSU,Racing Bulls,INTERMEDIATE,24.0,6.0,91.38,2024,1
TSU,Racing Bulls,INTERMEDIATE,25.0,6.0,91.38,2024,1
TSU,Racing Bulls,INTERMEDIATE,26.0,6.0,91.205,2024,1
TSU,Racing Bulls,INTERMEDIATE,27.0,6.0,91.066,2024,1
TSU,Racing Bulls,INTERMEDIATE,28.0,6.0,90.709,2024,1
TSU,Racing Bulls,INTERMEDIATE,29.0,6.0,90.031,2024,1
TSU,Racing Bulls,INTERMEDIATE,30.0,6.0,90.184,2024,1
TSU,Racing Bulls,INTERMEDIATE,31.0,6.0,90.082,2024,1
TSU,Racing Bulls,INTERMEDIATE,32.0,6.0,90.492,2024,1
TSU,Racing Bulls,INTERMEDIATE,33.0,6.0,110.651,2024,1
TSU,Racing Bulls,MEDIUM,1.0,6.0,146.811,2024,1
TSU,Racing Bulls,MEDIUM,2.0,6.0,102.362,2024,1
TSU,Racing Bulls,MEDIUM,3.0,6.0,99.366,2024,1
TSU,Racing Bulls,MEDIUM,4.0,6.0,131.741,2024,1
TSU,Racing Bulls,MEDIUM,5.0,6.0,139.231,2024,1
TSU,Racing Bulls,MEDIUM,6.0,6.0,131.98,2024,1
TSU,Racing Bulls,MEDIUM,7.0,6.0,131.829,2024,1
TSU,Racing Bulls,MEDIUM,8.0,6.0,127.526,2024,1
TSU,Racing Bulls,MEDIUM,9.0,6.0,87.146,2024,1
TSU,Racing Bulls,MEDIUM,10.0,5.0,84.194,2024,1
TSU,Racing Bulls,MEDIUM,11.0,2.0,88.252,2024,1
TSU,Racing Bulls,MEDIUM,12.0,3.0,95.983,2024,1
TSU,Racing Bulls,MEDIUM,13.0,4.0,100.978,2024,1
TSU,Racing Bulls,INTERMEDIATE,1.0,11.0,116.286,2024,1
TSU,Racing Bulls,INTERMEDIATE,2.0,11.0,142.564,2024,1
TSU,Racing Bulls,INTERMEDIATE,3.0,11.0,140.101,2024,1
TSU,Racing Bulls,INTERMEDIATE,4.0,11.0,127.055,2024,1
TSU,Racing Bulls,INTERMEDIATE,5.0,11.0,97.809,2024,1
TSU,Racing Bulls,INTERMEDIATE,6.0,12.0,94.836,2024,1
TSU,Racing Bulls,INTERMEDIATE,7.0,12.0,92.363,2024,1
TSU,Racing Bulls,INTERMEDIATE,8.0,12.0,91.891,2024,1
TSU,Racing Bulls,INTERMEDIATE,9.0,12.0,91.524,2024,1
TSU,Racing Bulls,INTERMEDIATE,10.0,12.0,91.511,2024,1
ALB,Williams,INTERMEDIATE,1.0,10.0,132.195,2024,1
ALB,Williams,INTERMEDIATE,3.0,7.0,142.084,2024,1
ALB,Williams,INTERMEDIATE,4.0,7.0,139.612,2024,1
ALB,Williams,INTERMEDIATE,5.0,7.0,129.065,2024,1
ALB,Williams,INTERMEDIATE,6.0,7.0,98.281,2024,1
ALB,Williams,INTERMEDIATE,7.0,7.0,96.3,2024,1
ALB,Williams,INTERMEDIATE,8.0,7.0,94.494,2024,1
ALB,Williams,INTERMEDIATE,9.0,7.0,94.206,2024,1
ALB,Williams,INTERMEDIATE,10.0,7.0,93.713,2024,1
ALB,Williams,INTERMEDIATE,11.0,7.0,93.153,2024,1
ALB,Williams,INTERMEDIATE,12.0,7.0,92.717,2024,1
ALB,Williams,INTERMEDIATE,13.0,7.0,92.733,2024,1
ALB,Williams,INTERMEDIATE,14.0,7.0,92.464,2024,1
ALB,Williams,INTERMEDIATE,15.0,7.0,93.088,2024,1
ALB,Williams,INTERMEDIATE,16.0,7.0,92.981,2024,1
ALB,Williams,INTERMEDIATE,17.0,7.0,93.051,2024,1
ALB,Williams,INTERMEDIATE,18.0,7.0,92.356,2024,1
ALB,Williams,INTERMEDIATE,19.0,7.0,92.036,2024,1
ALB,Williams,INTERMEDIATE,20.0,7.0,92.053,2024,1
ALB,Williams,INTERMEDIATE,21.0,7.0,91.75,2024,1
ALB,Williams,INTERMEDIATE,22.0,7.0,91.868,2024,1
ALB,Williams,INTERMEDIATE,23.0,7.0,91.014,2024,1
ALB,Williams,INTERMEDIATE,24.0,7.0,91.309,2024,1
ALB,Williams,INTERMEDIATE,25.0,7.0,90.452,2024,1
ALB,Williams,INTERMEDIATE,26.0,7.0,90.332,2024,1
ALB,Williams,INTERMEDIATE,27.0,7.0,90.023,2024,1
ALB,Williams,INTERMEDIATE,28.0,7.0,89.628,2024,1
ALB,Williams,INTERMEDIATE,29.0,7.0,90.053,2024,1
ALB,Williams,INTERMEDIATE,30.0,7.0,90.186,2024,1
ALB,Williams,INTERMEDIATE,31.0,7.0,110.179,2024,1
ALB,Williams,MEDIUM,1.0,7.0,147.472,2024,1
ALB,Williams,MEDIUM,2.0,7.0,102.979,2024,1
ALB,Williams,MEDIUM,3.0,7.0,102.745,2024,1
ALB,Williams,MEDIUM,4.0,7.0,127.286,2024,1
