Driver,Team,Compound,TyreLife,Position,LapTimeSeconds,Year,Round
NOR,McLaren,HARD,23.0,2.0,91.408,2024,3
NOR,McLaren,HARD,24.0,2.0,91.524,2024,3
NOR,McLaren,HARD,25.0,2.0,91.383,2024,3
NOR,McLaren,HARD,26.0,2.0,91.364,2024,3
NOR,McLaren,HARD,27.0,2.0,91.402,2024,3
NOR,McLaren,HARD,28.0,2.0,91.461,2024,3
NOR,McLaren,HARD,29.0,2.0,91.153,2024,3
NOR,McLaren,HARD,30.0,2.0,91.116,2024,3
NOR,McLaren,HARD,31.0,2.0,91.446,2024,3
NOR,McLaren,HARD,32.0,2.0,91.423,2024,3
PIA,McLaren,MEDIUM,1.0,3.0,96.482,2024,3
PIA,McLaren,MEDIUM,2.0,3.0,94.084,2024,3
PIA,McLaren,MEDIUM,3.0,3.0,94.042,2024,3
PIA,McLaren,MEDIUM,4.0,3.0,93.699,2024,3
PIA,McLaren,MEDIUM,5.0,3.0,93.967,2024,3
PIA,McLaren,MEDIUM,6.0,3.0,93.831,2024,3
PIA,McLaren,MEDIUM,7.0,3.0,93.849,2024,3
PIA,McLaren,MEDIUM,8.0,3.0,93.772,2024,3
PIA,McLaren,MEDIUM,9.0,3.0,93.59,2024,3
PIA,McLaren,MEDIUM,10.0,3.0,94.175,2024,3
PIA,McLaren,MEDIUM,11.0,3.0,93.479,2024,3
PIA,McLaren,MEDIUM,12.0,3.0,93.334,2024,3
PIA,McLaren,MEDIUM,13.0,3.0,93.253,2024,3
PIA,McLaren,MEDIUM,14.0,3.0,93.56,2024,3
PIA,McLaren,MEDIUM,15.0,3.0,93.361,2024,3
PIA,McLaren,MEDIUM,16.0,3.0,93.572,2024,3
PIA,McLaren,MEDIUM,17.0,3.0,93.667,2024,3
PIA,McLaren,MEDIUM,18.0,3.0,93.66,2024,3
PIA,McLaren,MEDIUM,19.0,3.0,93.435,2024,3
PIA,McLaren,MEDIUM,20.0,3.0,95.359,2024,3
PIA,McLaren,HARD,1.0,9.0,113.035,2024,3
PIA,McLaren,HARD,2.0,7.0,93.844,2024,3
PIA,McLaren,HARD,3.0,7.0,93.017,2024,3
PIA,McLaren,HARD,4.0,6.0,92.386,2024,3
PIA,McLaren,HARD,5.0,6.0,92.399,2024,3
PIA,McLaren,HARD,6.0,5.0,92.44,2024,3
PIA,McLaren,HARD,7.0,5.0,92.435,2024,3
PIA,McLaren,HARD,8.0,5.0,92.142,2024,3
PIA,McLaren,HARD,9.0,5.0,92.181,2024,3
PIA,McLaren,HARD,10.0,5.0,92.047,2024,3
PIA,McLaren,HARD,11.0,4.0,92.001,2024,3
PIA,McLaren,HARD,12.0,3.0,91.828,2024,3
PIA,McLaren,HARD,13.0,3.0,91.432,2024,3
PIA,McLaren,HARD,14.0,3.0,91.681,2024,3
PIA,McLaren,HARD,15.0,3.0,91.854,2024,3
PIA,McLaren,HARD,16.0,3.0,91.615,2024,3
PIA,McLaren,HARD,17.0,3.0,91.616,2024,3
PIA,McLaren,HARD,18.0,3.0,91.762,2024,3
PIA,McLaren,HARD,19.0,3.0,91.631,2024,3
PIA,McLaren,HARD,20.0,3.0,91.475,2024,3
PIA,McLaren,HARD,21.0,3.0,91.565,2024,3
PIA,McLaren,HARD,22.0,3.0,91.33,2024,3
PIA,McLaren,HARD,23.0,3.0,91.42,2024,3
PIA,McLaren,HARD,24.0,3.0,91.875,2024,3
PIA,McLaren,HARD,25.0,3.0,91.551,2024,3
PIA,McLaren,HARD,26.0,3.0,91.284,2024,3
PIA,McLaren,HARD,27.0,3.0,91.222,2024,3
PIA,McLaren,HARD,28.0,3.0,91.109,2024,3
PIA,McLaren,HARD,29.0,3.0,91.841,2024,3
PIA,McLaren,HARD,30.0,3.0,91.544,2024,3
PIA,McLaren,HARD,31.0,3.0,91.139,2024,3
PIA,McLaren,HARD,32.0,3.0,91.201,2024,3
PIA,McLaren,HARD,33.0,3.0,91.039,2024,3
LEC,Ferrari,MEDIUM,1.0,4.0,97.371,2024,3
LEC,Ferrari,MEDIUM,2.0,4.0,94.121,2024,3
LEC,Ferrari,MEDIUM,3.0,4.0,94.129,2024,3
LEC,Ferrari,MEDIUM,4.0,4.0,93.954,2024,3
LEC,Ferrari,MEDIUM,5.0,4.0,93.878,2024,3
LEC,Ferrari,MEDIUM,6.0,4.0,93.879,2024,3
LEC,Ferrari,MEDIUM,7.0,4.0,93.897,2024,3
LEC,Ferrari,MEDIUM,8.0,4.0,93.787,2024,3
LEC,Ferrari,MEDIUM,9.0,4.0,94.055,2024,3
LEC,Ferrari,MEDIUM,10.0,4.0,93.827,2024,3
LEC,Ferrari,MEDIUM,11.0,4.0,93.664,2024,3
LEC,Ferrari,MEDIUM,12.0,4.0,93.777,2024,3
LEC,Ferrari,MEDIUM,13.0,4.0,93.413,2024,3
LEC,Ferrari,MEDIUM,14.0,4.0,93.699,2024,3
LEC,Ferrari,MEDIUM,15.0,4.0,93.475,2024,3
LEC,Ferrari,MEDIUM,16.0,4.0,93.665,2024,3
LEC,Ferrari,MEDIUM,17.0,4.0,93.809,2024,3
LEC,Ferrari,MEDIUM,18.0,4.0,93.648,2024,3
LEC,Ferrari,MEDIUM,19.0,4.0,93.545,2024,3
LEC,Ferrari,MEDIUM,20.0,4.0,93.628,2024,3
LEC,Ferrari,MEDIUM,21.0,3.0,95.423,2024,3
LEC,Ferrari,HARD,1.0,10.0,113.611,2024,3
LEC,Ferrari,HARD,2.0,10.0,93.95,2024,3
LEC,Ferrari,HARD,3.0,8.0,93.124,2024,3
LEC,Ferrari,HARD,4.0,7.0,92.679,2024,3
LEC,Ferrari,HARD,5.0,6.0,92.503,2024,3
LEC,Ferrari,HARD,6.0,6.0,92.539,2024,3
LEC,Ferrari,HARD,7.0,6.0,92.3,2024,3
LEC,Ferrari,HARD,8.0,6.0,92.312,2024,3
LEC,Ferrari,HARD,9.0,6.0,92.063,2024,3
LEC,Ferrari,HARD,10.0,5.0,92.013,2024,3
LEC,Ferrari,HARD,11.0,4.0,92.025,2024,3
LEC,Ferrari,HARD,12.0,4.0,91.772,2024,3
LEC,Ferrari,HARD,13.0,4.0,92.134,2024,3
LEC,Ferrari,HARD,14.0,4.0,91.957,2024,3
LEC,Ferrari,HARD,15.0,4.0,91.905,2024,3
LEC,Ferrari,HARD,16.0,4.0,92.137,2024,3
LEC,Ferrari,HARD,17.0,4.0,91.819,2024,3
LEC,Ferrari,HARD,18.0,4.0,92.222,2024,3
LEC,Ferrari,HARD,19.0,4.0,91.813,2024,3
LEC,Ferrari,HARD,20.0,4.0,91.9,2024,3
LEC,Ferrari,HARD,21.0,4.0,91.961,2024,3
LEC,Ferrari,HARD,22.0,4.0,91.94,2024,3
LEC,Ferrari,HARD,23.0,4.0,91.838,2024,3
LEC,Ferrari,HARD,24.0,4.0,91.661,2024,3
LEC,Ferrari,HARD,25.0,4.0,92.121,2024,3
LEC,Ferrari,HARD,26.0,4.0,91.469,2024,3
LEC,Ferrari,HARD,27.0,4.0,91.769,2024,3
LEC,Ferrari,HARD,28.0,4.0,91.791,2024,3
LEC,Ferrari,HARD,29.0,4.0,91.779,2024,3
LEC,Ferrari,HARD,30.0,4.0,91.908,2024,3
LEC,Ferrari,HARD,31.0,4.0,91.676,2024,3
LEC,Ferrari,HARD,32.0,4.0,91.745,2024,3
RUS,Mercedes,MEDIUM,1.0,5.0,97.985,2024,3
RUS,Mercedes,MEDIUM,2.0,5.0,94.191,2024,3
RUS,Mercedes,MEDIUM,3.0,5.0,94.204,2024,3
RUS,Mercedes,MEDIUM,4.0,5.0,94.057,2024,3
RUS,Mercedes,MEDIUM,5.0,5.0,93.795,2024,3
RUS,Mercedes,MEDIUM,6.0,5.0,93.922,2024,3
RUS,Mercedes,MEDIUM,7.0,5.0,94.181,2024,3
RUS,Mercedes,MEDIUM,8.0,5.0,93.798,2024,3
RUS,Mercedes,MEDIUM,9.0,5.0,93.816,2024,3
RUS,Mercedes,MEDIUM,10.0,5.0,93.603,2024,3
RUS,Mercedes,MEDIUM,11.0,5.0,93.883,2024,3
RUS,Mercedes,MEDIUM,12.0,5.0,93.864,2024,3
RUS,Mercedes,MEDIUM,13.0,5.0,93.815,2024,3
RUS,Mercedes,MEDIUM,14.0,5.0,93.658,2024,3
RUS,Mercedes,MEDIUM,15.0,5.0,93.707,2024,3
RUS,Mercedes,MEDIUM,16.0,5.0,93.86,2024,3
RUS,Mercedes,MEDIUM,17.0,5.0,93.834,2024,3
RUS,Mercedes,MEDIUM,18.0,5.0,93.966,2024,3
RUS,Mercedes,MEDIUM,19.0,5.0,95.756,2024,3
RUS,Mercedes,HARD,1.0,13.0,112.912,2024,3
RUS,Mercedes,HARD,2.0,12.0,93.237,2024,3
RUS,Mercedes,HARD,3.0,11.0,94.123,2024,3
RUS,Mercedes,HARD,4.0,11.0,93.278,2024,3
RUS,Mercedes,HARD,5.0,9.0,94.34,2024,3
RUS,Mercedes,HARD,6.0,8.0,92.913,2024,3
RUS,Mercedes,HARD,7.0,7.0,92.411,2024,3
RUS,Mercedes,HARD,8.0,7.0,92.611,2024,3
RUS,Mercedes,HARD,9.0,7.0,92.488,2024,3
RUS,Mercedes,HARD,10.0,7.0,92.407,2024,3
RUS,Mercedes,HARD,11.0,7.0,92.359,2024,3
RUS,Mercedes,HARD,12.0,6.0,92.143,2024,3
RUS,Mercedes,HARD,13.0,5.0,92.031,2024,3
RUS,Mercedes,HARD,14.0,5.0,92.08,2024,3
RUS,Mercedes,HARD,15.0,5.0,92.219,2024,3
RUS,Mercedes,HARD,16.0,5.0,91.936,2024,3
RUS,Mercedes,HARD,17.0,5.0,91.823,2024,3
RUS,Mercedes,HARD,18.0,5.0,91.868,2024,3
RUS,Mercedes,HARD,19.0,5.0,91.84,2024,3
RUS,Mercedes,HARD,20.0,5.0,92.073,2024,3
RUS,Mercedes,HARD,21.0,5.0,91.915,2024,3
RUS,Mercedes,HARD,22.0,5.0,91.895,2024,3
RUS,Mercedes,HARD,23.0,5.0,92.135,2024,3
RUS,Mercedes,HARD,24.0,5.0,91.923,2024,3
RUS,Mercedes,HARD,25.0,5.0,91.778,2024,3
RUS,Mercedes,HARD,26.0,5.0,91.625,2024,3
RUS,Mercedes,HARD,27.0,5.0,91.552,2024,3
RUS,Mercedes,HARD,28.0,5.0,91.598,2024,3
RUS,Mercedes,HARD,29.0,5.0,91.543,2024,3
RUS,Mercedes,HARD,30.0,5.0,91.609,2024,3
RUS,Mercedes,HARD,31.0,5.0,91.37,2024,3
RUS,Mercedes,HARD,32.0,5.0,91.357,2024,3
RUS,Mercedes,HARD,33.0,5.0,91.627,2024,3
RUS,Mercedes,HARD,34.0,5.0,91.431,2024,3
ANT,Mercedes,MEDIUM,1.0,6.0,98.965,2024,3
ANT,Mercedes,MEDIUM,2.0,6.0,94.531,2024,3
ANT,Mercedes,MEDIUM,3.0,6.0,94.123,2024,3
ANT,Mercedes,MEDIUM,4.0,6.0,94.26,2024,3
ANT,Mercedes,MEDIUM,5.0,6.0,93.79,2024,3
ANT,Mercedes,MEDIUM,6.0,6.0,94.057,2024,3
ANT,Mercedes,MEDIUM,7.0,6.0,93.841,2024,3
ANT,Mercedes,MEDIUM,8.0,6.0,94.018,2024,3
ANT,Mercedes,MEDIUM,9.0,6.0,93.882,2024,3
ANT,Mercedes,MEDIUM,10.0,6.0,93.721,2024,3
ANT,Mercedes,MEDIUM,11.0,6.0,94.22,2024,3
ANT,Mercedes,MEDIUM,12.0,6.0,94.182,2024,3
ANT,Mercedes,MEDIUM,13.0,6.0,93.768,2024,3
ANT,Mercedes,MEDIUM,14.0,6.0,93.973,2024,3
ANT,Mercedes,MEDIUM,15.0,6.0,93.774,2024,3
ANT,Mercedes,MEDIUM,16.0,6.0,93.861,2024,3
ANT,Mercedes,MEDIUM,17.0,6.0,93.912,2024,3
ANT,Mercedes,MEDIUM,18.0,6.0,93.861,2024,3
ANT,Mercedes,MEDIUM,19.0,6.0,93.754,2024,3
ANT,Mercedes,MEDIUM,20.0,5.0,93.556,2024,3
ANT,Mercedes,MEDIUM,21.0,4.0,93.147,2024,3
ANT,Mercedes,MEDIUM,22.0,1.0,93.185,2024,3
ANT,Mercedes,MEDIUM,23.0,1.0,93.152,2024,3
ANT,Mercedes,MEDIUM,24.0,1.0,93.055,2024,3
ANT,Mercedes,MEDIUM,25.0,1.0,93.097,2024,3
ANT,Mercedes,MEDIUM,26.0,1.0,93.126,2024,3
ANT,Mercedes,MEDIUM,27.0,1.0,93.347,2024,3
ANT,Mercedes,MEDIUM,28.0,1.0,93.196,2024,3
ANT,Mercedes,MEDIUM,29.0,1.0,92.961,2024,3
ANT,Mercedes,MEDIUM,30.0,1.0,93.059,2024,3
ANT,Mercedes,MEDIUM,31.0,1.0,95.456,2024,3
ANT,Mercedes,HARD,1.0,6.0,115.527,2024,3
ANT,Mercedes,HARD,2.0,6.0,91.4,2024,3
ANT,Mercedes,HARD,3.0,6.0,91.486,2024,3
ANT,Mercedes,HARD,4.0,6.0,91.54,2024,3
ANT,Mercedes,HARD,5.0,6.0,91.571,2024,3
ANT,Mercedes,HARD,6.0,6.0,91.697,2024,3
ANT,Mercedes,HARD,7.0,6.0,91.784,2024,3
ANT,Mercedes,HARD,8.0,6.0,91.844,2024,3
ANT,Mercedes,HARD,9.0,6.0,91.609,2024,3
ANT,Mercedes,HARD,10.0,6.0,91.357,2024,3
ANT,Mercedes,HARD,11.0,6.0,91.486,2024,3
ANT,Mercedes,HARD,12.0,6.0,91.495,2024,3
ANT,Mercedes,HARD,13.0,6.0,91.34,2024,3
ANT,Mercedes,HARD,14.0,6.0,91.307,2024,3
ANT,Mercedes,HARD,15.0,6.0,91.072,2024,3
ANT,Mercedes,HARD,16.0,6.0,91.238,2024,3
ANT,Mercedes,HARD,17.0,6.0,91.145,2024,3
ANT,Mercedes,HARD,18.0,6.0,91.154,2024,3
ANT,Mercedes,HARD,19.0,6.0,90.965,2024,3
ANT,Mercedes,HARD,20.0,6.0,91.053,2024,3
ANT,Mercedes,HARD,21.0,6.0,91.058,2024,3
ANT,Mercedes,HARD,22.0,6.0,91.696,2024,3
HAM,Ferrari,HARD,1.0,8.0,100.279,2024,3
HAM,Ferrari,HARD,2.0,8.0,95.275,2024,3
HAM,Ferrari,HARD,3.0,8.0,94.254,2024,3
HAM,Ferrari,HARD,4.0,8.0,94.147,2024,3
HAM,Ferrari,HARD,5.0,8.0,93.82,2024,3
HAM,Ferrari,HARD,6.0,7.0,93.941,2024,3
HAM,Ferrari,HARD,7.0,7.0,94.139,2024,3
HAM,Ferrari,HARD,8.0,7.0,93.912,2024,3
HAM,Ferrari,HARD,9.0,7.0,93.812,2024,3
HAM,Ferrari,HARD,10.0,7.0,93.522,2024,3
HAM,Ferrari,HARD,11.0,7.0,93.956,2024,3
HAM,Ferrari,HARD,12.0,7.0,94.033,2024,3
HAM,Ferrari,HARD,13.0,7.0,93.926,2024,3
HAM,Ferrari,HARD,14.0,7.0,93.985,2024,3
HAM,Ferrari,HARD,15.0,7.0,93.888,2024,3
HAM,Ferrari,HARD,16.0,7.0,94.068,2024,3
HAM,Ferrari,HARD,17.0,7.0,93.76,2024,3
HAM,Ferrari,HARD,18.0,7.0,94.034,2024,3
HAM,Ferrari,HARD,19.0,7.0,94.077,2024,3
HAM,Ferrari,HARD,20.0,6.0,93.747,2024,3
HAM,Ferrari,HARD,21.0,5.0,93.729,2024,3
HAM,Ferrari,HARD,22.0,2.0,93.698,2024,3
HAM,Ferrari,HARD,23.0,2.0,93.177,2024,3
HAM,Ferrari,HARD,24.0,2.0,93.548,2024,3
HAM,Ferrari,HARD,25.0,2.0,93.387,2024,3
HAM,Ferrari,HARD,26.0,2.0,93.204,2024,3
HAM,Ferrari,HARD,27.0,2.0,93.152,2024,3
HAM,Ferrari,HARD,28.0,2.0,93.04,2024,3
HAM,Ferrari,HARD,29.0,2.0,93.215,2024,3
HAM,Ferrari,HARD,30.0,4.0,96.186,2024,3
HAM,Ferrari,MEDIUM,1.0,7.0,112.362,2024,3
HAM,Ferrari,MEDIUM,2.0,7.0,91.803,2024,3
HAM,Ferrari,MEDIUM,3.0,7.0,91.589,2024,3
HAM,Ferrari,MEDIUM,4.0,7.0,91.884,2024,3
HAM,Ferrari,MEDIUM,5.0,7.0,92.385,2024,3
HAM,Ferrari,MEDIUM,6.0,7.0,91.915,2024,3
HAM,Ferrari,MEDIUM,7.0,7.0,91.889,2024,3
HAM,Ferrari,MEDIUM,8.0,7.0,91.869,2024,3
HAM,Ferrari,MEDIUM,9.0,7.0,91.978,2024,3
HAM,Ferrari,MEDIUM,10.0,7.0,91.663,2024,3
HAM,Ferrari,MEDIUM,11.0,7.0,91.569,2024,3
HAM,Ferrari,MEDIUM,12.0,7.0,91.517,2024,3
HAM,Ferrari,MEDIUM,13.0,7.0,92.634,2024,3
HAM,Ferrari,MEDIUM,14.0,7.0,92.185,2024,3
HAM,Ferrari,MEDIUM,15.0,7.0,92.668,2024,3
HAM,Ferrari,MEDIUM,16.0,7.0,91.792,2024,3
HAM,Ferrari,MEDIUM,17.0,7.0,91.603,2024,3
HAM,Ferrari,MEDIUM,18.0,7.0,91.502,2024,3
HAM,Ferrari,MEDIUM,19.0,7.0,91.944,2024,3
HAM,Ferrari,MEDIUM,20.0,7.0,91.832,2024,3
HAM,Ferrari,MEDIUM,21.0,7.0,91.406,2024,3
HAM,Ferrari,MEDIUM,22.0,7.0,91.842,2024,3
HAM,Ferrari,MEDIUM,23.0,7.0,91.423,2024,3
HAD,Racing Bulls,MEDIUM,1.0,7.0,99.924,2024,3
HAD,Racing Bulls,MEDIUM,2.0,7.0,94.75,2024,3
HAD,Racing Bulls,MEDIUM,3.0,7.0,94.166,2024,3
HAD,Racing Bulls,MEDIUM,4.0,7.0,94.277,2024,3
HAD,Racing Bulls,MEDIUM,5.0,7.0,94.296,2024,3
HAD,Racing Bulls,MEDIUM,6.0,8.0,95.455,2024,3
HAD,Racing Bulls,MEDIUM,7.0,8.0,94.427,2024,3
HAD,Racing Bulls,MEDIUM,8.0,8.0,93.99,2024,3
HAD,Racing Bulls,MEDIUM,9.0,8.0,94.164,2024,3
HAD,Racing Bulls,MEDIUM,10.0,8.0,93.959,2024,3
HAD,Racing Bulls,MEDIUM,11.0,8.0,94.239,2024,3
HAD,Racing Bulls,MEDIUM,12.0,8.0,94.085,2024,3
HAD,Racing Bulls,MEDIUM,13.0,8.0,94.027,2024,3
HAD,Racing Bulls,MEDIUM,14.0,8.0,93.941,2024,3
HAD,Racing Bulls,MEDIUM,15.0,8.0,93.891,2024,3
HAD,Racing Bulls,MEDIUM,16.0,8.0,94.046,2024,3
HAD,Racing Bulls,MEDIUM,17.0,8.0,94.055,2024,3
HAD,Racing Bulls,MEDIUM,18.0,8.0,93.886,2024,3
HAD,Racing Bulls,MEDIUM,19.0,8.0,93.831,2024,3
HAD,Racing Bulls,MEDIUM,20.0,7.0,93.89,2024,3
HAD,Racing Bulls,MEDIUM,21.0,6.0,93.703,2024,3
HAD,Racing Bulls,MEDIUM,22.0,3.0,93.753,2024,3
HAD,Racing Bulls,MEDIUM,23.0,3.0,93.691,2024,3
HAD,Racing Bulls,MEDIUM,24.0,3.0,93.637,2024,3
HAD,Racing Bulls,MEDIUM,25.0,4.0,96.218,2024,3
HAD,Racing Bulls,HARD,1.0,10.0,115.586,2024,3
HAD,Racing Bulls,HARD,2.0,10.0,93.198,2024,3
HAD,Racing Bulls,HARD,3.0,10.0,93.202,2024,3
HAD,Racing Bulls,HARD,4.0,10.0,94.109,2024,3
HAD,Racing Bulls,HARD,5.0,9.0,93.239,2024,3
HAD,Racing Bulls,HARD,6.0,8.0,93.033,2024,3
HAD,Racing Bulls,HARD,7.0,8.0,92.588,2024,3
HAD,Racing Bulls,HARD,8.0,8.0,92.359,2024,3
HAD,Racing Bulls,HARD,9.0,8.0,92.16,2024,3
HAD,Racing Bulls,HARD,10.0,8.0,92.172,2024,3
HAD,Racing Bulls,HARD,11.0,8.0,92.081,2024,3
HAD,Racing Bulls,HARD,12.0,8.0,92.124,2024,3
HAD,Racing Bulls,HARD,13.0,8.0,91.986,2024,3
HAD,Racing Bulls,HARD,14.0,8.0,91.965,2024,3
HAD,Racing Bulls,HARD,15.0,8.0,92.001,2024,3
HAD,Racing Bulls,HARD,16.0,8.0,92.057,2024,3
HAD,Racing Bulls,HARD,17.0,8.0,92.027,2024,3
HAD,Racing Bulls,HARD,18.0,8.0,91.811,2024,3
HAD,Racing Bulls,HARD,19.0,8.0,91.919,2024,3
HAD,Racing Bulls,HARD,20.0,8.0,91.726,2024,3
HAD,Racing Bulls,HARD,21.0,8.0,91.729,2024,3
HAD,Racing Bulls,HARD,22.0,8.0,91.778,2024,3
HAD,Racing Bulls,HARD,23.0,8.0,91.678,2024,3
HAD,Racing Bulls,HARD,24.0,8.0,91.627,2024,3
HAD,Racing Bulls,HARD,25.0,8.0,91.386,2024,3
HAD,Racing Bulls,HARD,26.0,8.0,91.458,2024,3
HAD,Racing Bulls,HARD,27.0,8.0,91.317,2024,3
HAD,Racing Bulls,HARD,28.0,8.0,91.5,2024,3
ALB,Williams,MEDIUM,1.0,9.0,100.786,2024,3
ALB,Williams,MEDIUM,2.0,9.0,95.445,2024,3
ALB,Williams,MEDIUM,3.0,9.0,94.501,2024,3
ALB,Williams,MEDIUM,4.0,9.0,94.317,2024,3
ALB,Williams,MEDIUM,5.0,9.0,94.138,2024,3
ALB,Williams,MEDIUM,6.0,9.0,94.448,2024,3
ALB,Williams,MEDIUM,7.0,9.0,94.442,2024,3
ALB,Williams,MEDIUM,8.0,9.0,94.49,2024,3
ALB,Williams,MEDIUM,9.0,9.0,94.194,2024,3
ALB,Williams,MEDIUM,10.0,9.0,94.124,2024,3
ALB,Williams,MEDIUM,11.0,9.0,94.225,2024,3
ALB,Williams,MEDIUM,12.0,9.0,94.001,2024,3
ALB,Williams,MEDIUM,13.0,9.0,93.942,2024,3
ALB,Williams,MEDIUM,14.0,9.0,94.155,2024,3
ALB,Williams,MEDIUM,15.0,9.0,93.805,2024,3
ALB,Williams,MEDIUM,16.0,9.0,94.359,2024,3
ALB,Williams,MEDIUM,17.0,9.0,94.223,2024,3
ALB,Williams,MEDIUM,18.0,9.0,94.077,2024,3
ALB,Williams,MEDIUM,19.0,9.0,94.213,2024,3
ALB,Williams,MEDIUM,20.0,8.0,93.993,2024,3
ALB,Williams,MEDIUM,21.0,7.0,93.823,2024,3
ALB,Williams,MEDIUM,22.0,4.0,93.861,2024,3
ALB,Williams,MEDIUM,23.0,4.0,94.013,2024,3
ALB,Williams,MEDIUM,24.0,7.0,96.927,2024,3
ALB,Williams,HARD,1.0,13.0,115.756,2024,3
ALB,Williams,HARD,2.0,13.0,93.103,2024,3
ALB,Williams,HARD,3.0,13.0,93.821,2024,3
ALB,Williams,HARD,4.0,12.0,92.624,2024,3
ALB,Williams,HARD,5.0,11.0,92.648,2024,3
ALB,Williams,HARD,6.0,10.0,93.229,2024,3
ALB,Williams,HARD,7.0,10.0,93.067,2024,3
ALB,Williams,HARD,8.0,9.0,93.693,2024,3
ALB,Williams,HARD,9.0,9.0,92.592,2024,3
ALB,Williams,HARD,10.0,9.0,92.763,2024,3
ALB,Williams,HARD,11.0,9.0,92.479,2024,3
ALB,Williams,HARD,12.0,9.0,92.228,2024,3
ALB,Williams,HARD,13.0,9.0,92.297,2024,3
ALB,Williams,HARD,14.0,9.0,92.201,2024,3
ALB,Williams,HARD,15.0,9.0,92.181,2024,3
ALB,Williams,HARD,16.0,9.0,92.131,2024,3
ALB,Williams,HARD,17.0,9.0,92.087,2024,3
ALB,Williams,HARD,18.0,9.0,91.979,2024,3
ALB,Williams,HARD,19.0,9.0,91.836,2024,3
ALB,Williams,HARD,20.0,9.0,91.622,2024,3
ALB,Williams,HARD,21.0,9.0,91.644,2024,3
ALB,Williams,HARD,22.0,9.0,91.708,2024,3
ALB,Williams,HARD,23.0,9.0,91.608,2024,3
ALB,Williams,HARD,24.0,9.0,91.335,2024,3
ALB,Williams,HARD,25.0,9.0,91.253,2024,3
ALB,Williams,HARD,26.0,9.0,91.391,2024,3
ALB,Williams,HARD,27.0,9.0,91.293,2024,3
ALB,Williams,HARD,28.0,9.0,91.125,2024,3
ALB,Williams,HARD,29.0,9.0,91.154,2024,3
BEA,Haas F1 Team,MEDIUM,1.0,10.0,101.275,2024,3
BEA,Haas F1 Team,MEDIUM,2.0,10.0,95.553,2024,3
BEA,Haas F1 Team,MEDIUM,3.0,10.0,94.435,2024,3
BEA,Haas F1 Team,MEDIUM,4.0,10.0,94.466,2024,3
BEA,Haas F1 Team,MEDIUM,5.0,10.0,94.126,2024,3
BEA,Haas F1 Team,MEDIUM,6.0,10.0,94.535,2024,3
BEA,Haas F1 Team,MEDIUM,7.0,10.0,94.751,2024,3
BEA,Haas F1 Team,MEDIUM,8.0,10.0,94.731,2024,3
BEA,Haas F1 Team,MEDIUM,9.0,10.0,94.408,2024,3
BEA,Haas F1 Team,MEDIUM,10.0,10.0,94.217,2024,3
BEA,Haas F1 Team,MEDIUM,11.0,10.0,94.423,2024,3
BEA,Haas F1 Team,MEDIUM,12.0,10.0,94.244,2024,3
BEA,Haas F1 Team,MEDIUM,13.0,10.0,94.235,2024,3
BEA,Haas F1 Team,MEDIUM,14.0,10.0,94.327,2024,3
BEA,Haas F1 Team,MEDIUM,15.0,10.0,94.034,2024,3
BEA,Haas F1 Team,MEDIUM,16.0,10.0,94.425,2024,3
BEA,Haas F1 Team,MEDIUM,17.0,10.0,94.437,2024,3
BEA,Haas F1 Team,MEDIUM,18.0,10.0,94.381,2024,3
BEA,Haas F1 Team,MEDIUM,19.0,10.0,94.248,2024,3
BEA,Haas F1 Team,MEDIUM,20.0,9.0,94.061,2024,3
BEA,Haas F1 Team,MEDIUM,21.0,8.0,93.986,2024,3
BEA,Haas F1 Team,MEDIUM,22.0,8.0,96.628,2024,3
BEA,Haas F1 Team,MEDIUM,23.0,9.0,96.245,2024,3
BEA,Haas F1 Team,HARD,2.0,16.0,114.602,2024,3
BEA,Haas F1 Team,HARD,3.0,14.0,93.13,2024,3
BEA,Haas F1 Team,HARD,4.0,14.0,93.333,2024,3
BEA,Haas F1 Team,HARD,5.0,14.0,93.39,2024,3
BEA,Haas F1 Team,HARD,6.0,14.0,93.375,2024,3
BEA,Haas F1 Team,HARD,7.0,14.0,93.079,2024,3
BEA,Haas F1 Team,HARD,8.0,14.0,92.922,2024,3
BEA,Haas F1 Team,HARD,9.0,13.0,93.375,2024,3
BEA,Haas F1 Team,HARD,10.0,12.0,93.24,2024,3
BEA,Haas F1 Team,HARD,11.0,11.0,93.558,2024,3
BEA,Haas F1 Team,HARD,12.0,10.0,92.174,2024,3
BEA,Haas F1 Team,HARD,13.0,10.0,92.348,2024,3
BEA,Haas F1 Team,HARD,14.0,10.0,92.211,2024,3
BEA,Haas F1 Team,HARD,15.0,10.0,92.333,2024,3
BEA,Haas F1 Team,HARD,16.0,10.0,92.467,2024,3
BEA,Haas F1 Team,HARD,17.0,10.0,92.302,2024,3
BEA,Haas F1 Team,HARD,18.0,10.0,92.096,2024,3
BEA,Haas F1 Team,HARD,19.0,10.0,92.219,2024,3
BEA,Haas F1 Team,HARD,20.0,10.0,92.109,2024,3
BEA,Haas F1 Team,HARD,21.0,10.0,92.072,2024,3
BEA,Haas F1 Team,HARD,22.0,10.0,93.009,2024,3
BEA,Haas F1 Team,HARD,23.0,10.0,92.459,2024,3
BEA,Haas F1 Team,HARD,24.0,10.0,92.499,2024,3
BEA,Haas F1 Team,HARD,25.0,10.0,92.051,2024,3
BEA,Haas F1 Team,HARD,26.0,10.0,92.09,2024,3
